Emplid,Employee Name,Employee Email ID,Grade,Employee Status,Hire Date,Past Experience,Current Experience,Total Experience,Location Category ,Country,City ,Pool Description ,Department ID ,Business Unit,Project Category ,SL/IND_CLUSTER,Customer,SSL/POD,Project Id,Project Name,Project Mgr PSID,Project Mgr Name,Project Type,Billing Type,Project Status,Project Role,Task Type,Action Reason,Establishment Date,Resource Start Date ,Resource End Date,Analysis Type,Supervisor Id,Supervisor Name,Supervisor Email ID,Assignment So Id ,Hire So Id,Master Account,Marketing Geo,First Billable Assignment start date Recorded in system ,Hiring Channel,Project Based SL,Project Based SSL,Project Account,Customer Name,Resource Based SL,Resource Based SSL,% Allocation,Allocation % count,Forecast Date,Future Allocation,Skiil,Confirm release,Project end date,LWD,Exit,Bench aging,D rated,Status,PSSL,Campus/Lateral,Campus status,G2,Bench allocation category,NE under bench,NE under bench Duration,Onsite status,Final Status,Bench Gird,Status without BZ,Comments as of today,Release Week?,Current or Future Bench,Exit date (+60 days),Exit Week,OC,ll,Leave type,BZ resources,Concatenation,revised end date,Allocation % Status,RM Status for BZ,CMP,Total Allocation %,CAO,CAO Bench Project,BNH_BNHP Projects,Project based SL,Validation,Project based SSL,Validation.1,Final Status Category,Final Status Sub Category,CAO Status,Releases in Next 30 days and beyond,Project Start Date,Ageing (Today - Tentative Billing Start date),Tentative Billing Start date,Release Month,Confirm Release Period,Resignation Submitted Date,Validation.2,Ratings?,TalentX  - Core Skill,TalentX  Primary & Seconday Skills,RM,Final Status RM Deployement back,"Talent Core, Primary and Secondary",a,Unnamed: 111, 
58866,Arjun Sen,arjun.sen@itcinfotech.com,IS9,Employee,4/2/2018,2.1,3.7,5.8,Onsite,United States,NEW YORK,Pool for ABINV CS,BAT_DM,HRBAU,RMPGT,CLOUD,Driscoll India,GIC_CMS,18540,GARTNER_CLOUD,62106,"Arjun,Singh",RMPGT,FP,A,ASSOCIATE CONS,BE,DSC,4/2/2018,4/11/2018,6/21/2019,BIL,98869,Sunil Sen,sunil.sen@itcinfotech.com,7332141,1501607,Driscoll India,EUROPE,4/25/2024,RBG,CLOUD,BZDAI,Driscoll India,Driscoll India,CLOUD,ADM,50,0.5,5/3/2026,,Apache Spark,Confirmed Release,6/21/2019,,,372.4,,Support,DAY-0-DLY,Campus,,,50% to 99% on bench,,0,,Proposed - Feedback Awaiting,31-60 days,Support,,Releases by 8th March 27,Current bench,8/20/2019,Exit by 15th May 27,,,,,5886618540,8/13/2019,Equal 100,,,50,ABB India Limited,AON,BNH,CLOUD,Yes,DXP_SAAS,No,,Proposed - Feedback Awaiting,,Release in 60 days,4/11/2018,,11/6/2025,Jun-19,,,,D1,Apache Spark,"Terraform, Power BI",Naresh Chopra,Unclear,"-Apache Spark, Terraform, Power BI",Jun-19,,
71928,Nisha Banerjee,nisha.banerjee@itcinfotech.com,IS8,Employee,3/1/2022,9.6,3.3,12.9,Onsite,United States,NEW YORK,Pool for ABINV AD,GIC_CMS,HRBPH,DLMGT,I3L_CORPORATE,British American Tobacco Shared Services,CROWN_PACK,80675,BAT_DM,99173,"Divya,Banerjee",DLMGT,"FP,T&M",A,PROGRAM MANAGER,LL,SRV,3/1/2022,3/24/2022,1/16/2024,BIL,31532,Geeta Iyer,geeta.iyer@itcinfotech.com,1717322,6762197,British American Tobacco Shared Services,ITC,8/15/2024,DSC,I3L_CORPORATE,CMS,British American Tobacco Shared Services,British American Tobacco Shared Services,I3L_CORPORATE,ITCICL,100,1.0,11/25/2026,,AWS,Extension to be performed/Initiated,1/16/2024,10/27/2026,,491.8,D2,LL/IN/INT,BLACKROCK,Lateral,,,100% on bench,1/5/2026,0,,NAFD - Long Leave,31-60 days,LL/IN/INT,,Releases by 24th January 27,Current bench,3/16/2024,Exit by 22th March 27,,,Maternity Leave I / II Child,,7192880675,3/26/2024,Exceeds 100%,,,100,ACCOR SA,BSH,BNHP,I3L_CORPORATE,No,ITC,,,NAFD - Long Leave,,Beyond 60 days,3/24/2022,,1/23/2027,Jan-24,,,,,AWS,"Apache Spark, Azure DevOps",Rohan Bernard,,"-AWS, Apache Spark, Azure DevOps",Jan-24,,
56023,Vikram Pandey,vikram.pandey@itcinfotech.com,IS1,Non-Employee,7/13/2020,10.4,6.0,16.4,Offshore,France,PARIS,Pool for ACCOR AD,BLACKROCK,ITAUT,OD,COMP_SEC,BlackRock Inc,GIC_ERP,43218,GOLDMAN_TECH,69323,"Deepa,Reddy",OD,T&M,P,PROGRAM MANAGER,LL,CJC,7/13/2020,8/2/2020,2/17/2024,BIL,25591,Amit Banerjee,amit.banerjee@itcinfotech.com,8078601,6998094,BlackRock Inc,APAC,5/27/2022,FTE,COMP_SEC,ITC,BlackRock Inc,BlackRock Inc,COMP_SEC,ITC,25,0.25,6/9/2026,,Terraform,Unclear,2/17/2024,7/13/2025,,248.1,D1,Allocated under project,,Campus,Without FBD,,25% to 50% on bench,5/27/2027,0,,Proposed - Pending Interview,61-90 days,Allocated under project,,Releases by 1th February 27,Current bench,4/17/2024,Exit by 23th April 27,,,,,5602343218,5/7/2024,Exceeds 100%,,,25,BlackRock Inc,ACCOR,BNH,COMP_SEC,,ITC,,,Proposed - Pending Interview,,Release in 30 days,8/2/2020,,5/5/2027,Feb-24,,,,D1,Terraform,"Machine Learning, Java",Purva Shikhare,,"-Terraform, Machine Learning, Java",Feb-24,,
21380,Kunal Shah,kunal.shah@itcinfotech.com,IS2,Employee,12/6/2018,11.2,1.9,13.1,Onsite,France,PARIS,Pool for ABINV AD,BAT_DM,I2DEU,BDMGT,COO,ACCOR SA,CROWN_PACK,43187,ERP_SAP_IMPL,86763,"Kunal,Joshi",BDMGT,"FP,T&M",P,GDC_DEV,LL,REI,12/6/2018,12/13/2018,6/22/2020,BIL,25423,Rohit Pandey,rohit.pandey@itcinfotech.com,9669396,9239274,ACCOR SA,EUROPE,11/7/2023,DCR,COO,DATA_IN,ACCOR SA,ACCOR SA,COO,ITCICL,100,1.0,4/11/2027,NE,Ansible,Unclear,6/22/2020,,,155.6,,Available,CIO_SERV_MGT,Campus,Released From Project,,100% on bench,,Future Allocation,,Available for mapping,>91 days,Available,,Releases by 2th February 27,Current bench,8/21/2020,Exit by 6th May 27,,,,,2138043187,7/5/2020,,,,100,ACCOR SA,GARTNER,Other,COO,,,,New Hire to be allocated to projects,Available for mapping,Old,Release in 30 days,12/13/2018,,1/24/2026,Jun-20,,,,D1,Ansible,"Selenium, Microservices",Sandya S,No,"-Ansible, Selenium, Microservices",Jun-20,,
89325,Priya Patel,priya.patel@itcinfotech.com,LN7,Employee,2/10/2022,7.9,5.6,13.5,Onsite,Netherlands,AMSTERDAM,Pool for BAT,BLACKROCK,I2NLD,INV,EMEA,British American Tobacco Shared Services,CAMPUS_BATCH,97115,BAT_DM,35757,"Arjun,Sharma",INV,FP,A,PROGRAM MANAGER,NE,REI,2/10/2022,3/7/2022,8/3/2025,BIL,68471,Suresh Singh,suresh.singh@itcinfotech.com,7263217,5412519,British American Tobacco Shared Services,ITC,10/28/2020,RBG,EMEA,BZDAI,British American Tobacco Shared Services,British American Tobacco Shared Services,EMEA,ITCSMG,25,0.25,1/22/2026,,Python,Extension to be performed/Initiated,8/3/2025,,,17.7,,Allocated under project,BLACKROCK,Lateral,,,25% to 50% on bench,1/13/2026,SO Awaited,,Proposed - Pending Interview,61-90 days,Allocated under project,,Releases by 19th March 27,Future bench,10/2/2025,Exit by 1th April 27,,,,,8932597115,10/24/2025,Equal 100,,,25,Goldman Sachs,GARTNER,Other,EMEA,No,BZDAI,Yes,,Proposed - Pending Interview,New,Release in 60 days,3/7/2022,,12/27/2026,Aug-25,,,,D2,Python,"MongoDB, Azure DevOps",Sonal R Billava,,"-Python, MongoDB, Azure DevOps",Aug-25,,
32599,Sneha Sharma,sneha.sharma@itcinfotech.com,SPA,Employee,1/27/2024,1.9,4.1,6.0,Offshore,United States,NEW YORK,Pool for ABINV AD,BAT_DM,I2POL,OD,CIO_SERV,ABB India Limited,GIC_ERP,98035,BAT_DM,58979,"Naveen,Rao",OD,T&M,A,PROGRAM MANAGER,IN,FTE,1/27/2024,2/23/2024,7/17/2025,BIL,61219,Smita Nair,smita.nair@itcinfotech.com,8546867,4770193,ABB India Limited,I2B,12/3/2022,OCM,CIO_SERV,BZDAI,ABB India Limited,ABB India Limited,CIO_SERV,CMS,25,0.25,5/30/2026,NI,Kafka,Unclear,7/17/2025,,,494.9,,Allocated under project,BLACKROCK,Lateral,Without FBD,,25% to 50% on bench,,HR Action,,Proposed - Pending Interview,<30 days,Allocated under project,,Releases by 23th January 27,Current bench,9/15/2025,Exit by 25th March 27,,,,,3259998035,6/22/2025,Exceeds 100%,,,25,Baker Hughes India,ACCOR,BNH,CIO_SERV,No,,,,Proposed - Pending Interview,Old,Release in 60 days,2/23/2024,,11/15/2026,Jul-25,,,,D2,Kafka,"Machine Learning, Data Engineering",Vinila Kizhakke Valappil,Unclear,"-Kafka, Machine Learning, Data Engineering",Jul-25,,
71592,Geeta Joshi,geeta.joshi@itcinfotech.com,IS7,Employee,9/20/2025,1.4,3.9,5.3,Onsite,UAE,DUBAI,Pool for ABINV AD,GIC_INFRA,HRBTP,OD,SSINDBRNCH,AB InBev GCC Services India Pvt Ltd,CROWN_PACK,46506,ERP_SAP_IMPL,44591,"Kiran,Das",OD,FP,P,CONSULTANT,NI,LAT,9/20/2025,10/8/2025,7/16/2027,BIL,88349,Ravi Kumar,ravi.kumar@itcinfotech.com,8110991,4160035,AB InBev GCC Services India Pvt Ltd,ITC,6/22/2024,LAT,SSINDBRNCH,CMS,AB InBev GCC Services India Pvt Ltd,AB InBev GCC Services India Pvt Ltd,SSINDBRNCH,ITC,75,0.75,4/26/2027,NE,Azure DevOps,Unclear,7/16/2027,,,308.6,,Allocated under project,DAY-0-DLY,Campus,Allocated,,50% to 99% on bench,7/30/2026,HR Action,,Proposed - Pending Interview,61-90 days,Allocated under project,,Releases by 6th March 27,Current bench,9/14/2027,Exit by 26th April 27,,,,,7159246506,8/2/2027,Equal 100,,,75,ABB India Limited,AON,Other,SSINDBRNCH,,ITC,,,Proposed - Pending Interview,Old,Beyond 60 days,10/8/2025,,12/12/2025,Jul-27,,,,,Azure DevOps,"MongoDB, TypeScript",Rohan Bernard,Unclear,"-Azure DevOps, MongoDB, TypeScript",Jul-27,,
89427,Priya Gupta,priya.gupta@itcinfotech.com,IS9,Employee,3/5/2024,12.2,2.0,14.2,Onsite,Brazil,SAO PAULO,Pool for ABINV AD,GIC_INFRA,I2ITA,DLMGT,GIC_SERV,BlackRock Inc,CIO_SERV_MGT,19211,GARTNER_CLOUD,46353,"Sneha,Tripathi",DLMGT,FP,A,ASSOCIATE CONS,BE,CJC,3/5/2024,3/17/2024,3/23/2025,BIL,24085,Amit Sharma,amit.sharma@itcinfotech.com,9979545,5503244,BlackRock Inc,EUROPE,11/22/2021,DCR,GIC_SERV,ITC,BlackRock Inc,BlackRock Inc,GIC_SERV,ADM,100,1.0,3/10/2026,BE,Kafka,Extension to be performed/Initiated,3/23/2025,,,292.2,,Allocated under project,CIO_SERV_MGT,Lateral,Released From Project,,100% on bench,,HR Action,,Proposed - Pending Interview,61-90 days,Allocated under project,,Releases by 18th February 27,Current bench,5/22/2025,Exit by 27th May 27,,,,,8942719211,3/12/2025,Equal 100,,,100,Goldman Sachs,GARTNER,BNH,GIC_SERV,Yes,,Yes,New Hire to be allocated to projects,Proposed - Pending Interview,Old,Release in 30 days,3/17/2024,,7/13/2025,Mar-25,,,,D1,Kafka,"SAP ABAP, Java",Aishwarya M2,Yes,"-Kafka, SAP ABAP, Java",Mar-25,,
90495,Meera Sen,meera.sen@itcinfotech.com,IS4,Employee,10/5/2020,6.9,1.3,8.2,Onsite,France,PARIS,Pool for BAT,BAT_DM,I3LKN,ACMGT,COMP_SEC,ABB India Limited,GIC_ERP,90616,GOLDMAN_TECH,59828,"Deepa,Kulkarni",ACMGT,FP,P,GDC_DEV,UN,LAT,10/5/2020,11/1/2020,2/11/2024,BIL,13018,Nisha Menon,nisha.menon@itcinfotech.com,5558760,4441489,ABB India Limited,I3L,5/27/2023,REG,COMP_SEC,DATA_IN,ABB India Limited,ABB India Limited,COMP_SEC,ADM,50,0.5,8/15/2026,NE,Salesforce,Extension to be performed/Initiated,2/11/2024,6/22/2026,,54.6,,Support,CIO_SERV_MGT,Lateral,Without FBD,,50% to 99% on bench,8/1/2026,Future Allocation,,Proposed - Feedback Awaiting,61-90 days,Support,,Releases by 12th February 27,Future bench,4/11/2024,Exit by 9th May 27,,,,,9049590616,4/12/2024,Exceeds 100%,,,50,AB InBev GCC Services India Pvt Ltd,ACCOR,Other,COMP_SEC,,,Yes,New Hire to be allocated to projects,Proposed - Feedback Awaiting,New,Beyond 60 days,11/1/2020,,9/5/2025,Feb-24,,,,,Salesforce,".NET Core, Ansible",Vimal Malhotra,Yes,"-Salesforce, .NET Core, Ansible",Feb-24,,
12867,Nisha Roy,nisha.roy@itcinfotech.com,SPA,Employee,4/10/2022,6.7,3.4,10.1,Onsite,Poland,WARSAW,Pool for ABINV AD,BCG,HRBTP,DEPT,I2A_CORPORATE,AB InBev GCC Services India Pvt Ltd,CAMPUS_BATCH,42819,GARTNER_CLOUD,20388,"Anita,Dutta",DEPT,T&M,A,PROGRAM MANAGER,BE,EXT,4/10/2022,4/10/2022,1/9/2026,BIL,78846,Rohit Pillai,rohit.pillai@itcinfotech.com,5280628,8601770,AB InBev GCC Services India Pvt Ltd,I3L,9/30/2021,REG,I2A_CORPORATE,DATA_IN,AB InBev GCC Services India Pvt Ltd,AB InBev GCC Services India Pvt Ltd,I2A_CORPORATE,ITC,100,1.0,3/23/2027,NI,ERP-SAP,Unclear,1/9/2026,,Exit by 3th March 26,115.0,,Resigned,BLACKROCK,Campus,Released From Project,,100% on bench,6/30/2026,0,,NAFD - Resigned,>91 days,Resigned,,Releases by 14th January 27,Current bench,3/10/2026,Exit by 8th May 27,,,,,1286742819,3/23/2026,Equal 100,,,100,BlackRock Inc,BSH,Other,I2A_CORPORATE,Yes,ITC,Yes,New Hire to be allocated to projects,NAFD - Resigned,,Release in 30 days,4/10/2022,,1/12/2027,Jan-26,,2/10/2026,,D2,ERP-SAP,"Machine Learning, Data Engineering",Sonal R Billava,Unclear,"-ERP-SAP, Machine Learning, Data Engineering",Jan-26,,
30017,Sunita Singh,sunita.singh@itcinfotech.com,IS8,Employee,2/5/2018,12.2,4.0,16.2,Onsite,UAE,DUBAI,Pool for BAT,GIC_CMS,HRBPH,FI,I3L_CORPORATE,BlackRock Inc,GIC_CMS,18791,GARTNER_CLOUD,59469,"Sanjay,Mishra",FI,T&M,P,GDC_DEV,BE,LAT,2/5/2018,2/15/2018,2/1/2020,BIL,27813,Vikram Singh,vikram.singh@itcinfotech.com,1009619,5818458,BlackRock Inc,I2B,12/25/2021,REG,I3L_CORPORATE,ITC,BlackRock Inc,BlackRock Inc,I3L_CORPORATE,ITC,25,0.25,10/6/2026,,Tableau,Extension to be performed/Initiated,2/1/2020,11/19/2026,,84.3,,Allocated under project,,Lateral,,,25% to 50% on bench,,Awaiting project extension,,Proposed - Pending Interview,31-60 days,Allocated under project,,Releases by 26th January 27,Future bench,4/1/2020,Exit by 7th May 27,,,,,3001718791,3/18/2020,Exceeds 100%,,,25,Baker Hughes India,BSH,Other,I3L_CORPORATE,,,No,,Proposed - Pending Interview,,Release in 30 days,2/15/2018,,6/10/2026,Feb-20,,,,D2,Tableau,"Artificial Intelligence, Power BI",Vimal Malhotra,Unclear,"-Tableau, Artificial Intelligence, Power BI",Feb-20,,
73861,Suresh Nair,suresh.nair@itcinfotech.com,ISC,Non-Employee,11/19/2022,8.9,6.1,15.0,Onsite,Australia,SYDNEY,Pool for ACCOR AD,GIC_ERP,HRBAU,BILL,CLOUD,British American Tobacco Shared Services,GIC_CMS,48721,GIC_INFRA,59025,"Arun,Joshi",BILL,T&M,P,GDC_DEV,LL,CJC,11/19/2022,12/13/2022,10/9/2024,BIL,16962,Kunal Mehta,kunal.mehta@itcinfotech.com,6881338,8802905,British American Tobacco Shared Services,EUROPE,11/13/2024,CMP,CLOUD,CMS,British American Tobacco Shared Services,British American Tobacco Shared Services,CLOUD,ITCICL,50,0.5,4/6/2027,BE,.NET Core,Extension to be performed/Initiated,10/9/2024,,,198.8,,Billed,DAY-0-DLY,Lateral,,,50% to 99% on bench,6/19/2026,SO Awaited,,Allocated to Billable Project,<30 days,Billed,,Releases by 5th March 27,Current bench,12/8/2024,Exit by 23th March 27,,,,,7386148721,10/13/2024,Equal 100,,,50,BSH India,GARTNER,Other,CLOUD,,ITC,Yes,,Allocated to Billable Project,New,Release in 30 days,12/13/2022,,6/5/2027,Oct-24,,,,D2,.NET Core,"Microservices, Tableau",Pratik Rajput,Unclear,"-.NET Core, Microservices, Tableau",Oct-24,,
70331,Rekha Chatterjee,rekha.chatterjee@itcinfotech.com,IS5,Employee,2/16/2022,6.6,3.9,10.5,Onsite,Canada,TORONTO,Pool for ACCOR AD,GIC_CMS,I2ITA,SE,TALENT_MGMT,BlackRock Inc,CAMPUS_BATCH,15768,GARTNER_CLOUD,49703,"Rekha,Banerjee",SE,T&M,A,GDC_DEV,LL,REG,2/16/2022,2/17/2022,1/10/2026,BIL,11587,Kavya Gupta,kavya.gupta@itcinfotech.com,3230397,4263058,BlackRock Inc,I2B,3/9/2023,INF,TALENT_MGMT,BZDAI,BlackRock Inc,BlackRock Inc,TALENT_MGMT,ITCSMG,25,0.25,5/7/2026,NI,ServiceNow,Unclear,1/10/2026,11/15/2025,,364.6,,Billed,BLACKROCK,Lateral,Allocated,,25% to 50% on bench,,Awaiting project extension,,Allocated to Billable Project,<30 days,Billed,,Releases by 8th February 27,Current bench,3/11/2026,Exit by 6th March 27,,,,,7033115768,2/12/2026,Equal 100,,,25,BlackRock Inc,AON,BNH,TALENT_MGMT,No,ITC,No,,Allocated to Billable Project,Old,Release in 30 days,2/17/2022,,6/24/2027,Jan-26,,,,,ServiceNow,"Data Engineering, MongoDB",Joyce Ross,Unclear,"-ServiceNow, Data Engineering, MongoDB",Jan-26,,
52799,Divya Das,divya.das@itcinfotech.com,IS7,Employee,8/12/2024,12.2,3.5,15.7,Offshore,United States,NEW YORK,Pool for CMS,HRBPH,I2CAN,BDMGT,DXP,Goldman Sachs Services India,CAMPUS_BATCH,64086,BAT_DM,62409,"Gaurav,Pillai",BDMGT,"FP,T&M",A,CONSULTANT,NI,FTE,8/12/2024,8/28/2024,3/22/2027,BIL,64957,Geeta Sharma,geeta.sharma@itcinfotech.com,6556834,6017805,Goldman Sachs Services India,EUROPE,6/11/2022,LAT,DXP,CMS,Goldman Sachs Services India,Goldman Sachs Services India,DXP,CMS,75,0.75,9/9/2026,NE,.NET Core,Confirmed Release,3/22/2027,,,151.0,,LL/IN/INT,BLACKROCK,Campus,Without FBD,,50% to 99% on bench,,0,,NAFD - Long Leave,<30 days,LL/IN/INT,,Releases by 10th January 27,Current bench,5/21/2027,Exit by 16th April 27,,,Maternity Leave I / II Child,,5279964086,6/18/2027,Exceeds 100%,,,75,AB InBev GCC Services India Pvt Ltd,ACCOR,Other,DXP,No,BZDAI,No,New Hire to be allocated to projects,NAFD - Long Leave,,Released to Bench,8/28/2024,,8/20/2025,Mar-27,,,,,.NET Core,"MongoDB, Tableau",Aishwarya M2,No,"-.NET Core, MongoDB, Tableau",Mar-27,,
88378,Deepa Singh,deepa.singh@itcinfotech.com,IS3,Employee,12/6/2018,11.1,1.2,12.3,Onsite,Saudi Arabia,RIYADH,Pool for ABINV CS,GIC_CMS,I3LBN,BDMGT,CIO_SERV,Gartner India,CIO_SERV_MGT,50601,ERP_SAP_IMPL,53272,"Rekha,Singh",BDMGT,T&M,P,GDC_DEV,NE,SEC,12/6/2018,12/9/2018,5/25/2020,BIL,23103,Kiran Pandey,kiran.pandey@itcinfotech.com,1653342,2381533,Gartner India,EUROPE,7/1/2021,3PT,CIO_SERV,ITC,Gartner India,Gartner India,CIO_SERV,ADM,100,1.0,3/26/2026,NI,React,Confirmed Release,5/25/2020,3/19/2026,,467.3,,Allocated under project,CIO_SERV_MGT,Campus,Allocated,,100% on bench,,HR Action,,Proposed - Pending Interview,61-90 days,Allocated under project,,Releases by 6th March 27,Current bench,7/24/2020,Exit by 25th March 27,,,,,8837850601,6/29/2020,Equal 100,,,100,ACCOR SA,GARTNER,BNH,CIO_SERV,,ITC,Yes,,Proposed - Pending Interview,New,Release in 60 days,12/9/2018,,3/27/2027,May-20,,,,D2,React,"Angular, UI/UX Design",Rohan Bernard,No,"-React, Angular, UI/UX Design",May-20,,
69311,Rohit Shah,rohit.shah@itcinfotech.com,IS5,Employee,4/30/2025,14.0,6.4,20.4,Onsite,Canada,TORONTO,Pool for ERP,BAT_DM,HRBPH,FI,EMEA,BlackRock Inc,CIO_SERV_MGT,73123,GOLDMAN_TECH,67060,"Amit,Reddy",FI,T&M,A,CONSULTANT,NE,REI,4/30/2025,5/22/2025,8/20/2028,BIL,63723,Ajay Nair,ajay.nair@itcinfotech.com,3057197,6075879,BlackRock Inc,EUROPE,4/10/2020,DCR,EMEA,DXP_SAAS,BlackRock Inc,BlackRock Inc,EMEA,ADM,75,0.75,3/5/2027,,Tableau,Unclear,8/20/2028,,,106.1,D2,Billed,,Campus,Without FBD,,50% to 99% on bench,,Awaiting project extension,,Allocated to Billable Project,61-90 days,Billed,,Releases by 15th January 27,Current bench,10/19/2028,Exit by 27th April 27,,,,,6931173123,10/24/2028,,,,75,ABB India Limited,BMI,BNHP,EMEA,,BZDAI,Yes,New Hire to be allocated to projects,Allocated to Billable Project,,Release in 60 days,5/22/2025,,4/7/2027,Aug-28,,,,D2,Tableau,"ServiceNow, SAP S4 HANA",Sandya S,,"-Tableau, ServiceNow, SAP S4 HANA",Aug-28,,
53850,Sunil Shah,sunil.shah@itcinfotech.com,DP1,Employee,10/2/2023,10.8,3.3,14.1,Onsite,Australia,SYDNEY,Pool for ABINV CS,BCG,I2BRA,SE,MARKETING,Gartner India,CROWN_PACK,67008,GIC_INFRA,15167,"Arjun,Pandey",SE,T&M,A,GDC_DEV,NE,SEC,10/2/2023,10/21/2023,7/31/2027,BIL,69631,Pooja Gupta,pooja.gupta@itcinfotech.com,5868635,8657731,Gartner India,I3L,8/7/2022,LNP,MARKETING,ITC,Gartner India,Gartner India,MARKETING,ITC,25,0.25,10/12/2026,NE,Java,Unclear,7/31/2027,1/15/2026,,356.0,,Billed,,Campus,Without FBD,,25% to 50% on bench,,SO Awaited,,Allocated to Billable Project,31-60 days,Billed,,Releases by 22th March 27,Current bench,9/29/2027,Exit by 9th April 27,,,,,5385067008,8/3/2027,Equal 100,,,25,AB InBev GCC Services India Pvt Ltd,GOLDMAN_S,BNHP,MARKETING,Yes,,Yes,,Allocated to Billable Project,,Release in 60 days,10/21/2023,,7/27/2025,Jul-27,,,,D1,Java,"Angular, .NET Core",Vimal Malhotra,,"-Java, Angular, .NET Core",Jul-27,,
45865,Kunal Sarkar,kunal.sarkar@itcinfotech.com,IS8,Employee,8/18/2023,14.8,1.7,16.5,Onsite,Singapore,SINGAPORE,Pool for ERP,GIC_ERP,I2NLD,INV,EMEA,ACCOR SA,CAMPUS_BATCH,98055,GOLDMAN_TECH,43697,"Rahul,Ghosh",INV,FP,P,CONSULTANT,BE,DCR,8/18/2023,9/14/2023,6/2/2026,BIL,64470,Rahul Patel,rahul.patel@itcinfotech.com,3715584,8154633,ACCOR SA,I2B,11/17/2023,INF,EMEA,ITC,ACCOR SA,ACCOR SA,EMEA,ITCICL,75,0.75,2/22/2026,NI,Java,Confirmed Release,6/2/2026,10/3/2025,,427.8,D2,BZ,BLACKROCK,Campus,,,50% to 99% on bench,3/9/2026,0,,Unclear,31-60 days,Available,,Releases by 4th February 27,Current bench,8/1/2026,Exit by 11th May 27,,,,43841,4586598055,7/6/2026,,,,75,ACCOR SA,BSH,Other,EMEA,No,ITC,Yes,,Unclear,New,Released to Bench,9/14/2023,,5/24/2026,Jun-26,,,,D1,Java,"React, MongoDB",Vinila Kizhakke Valappil,Unclear,"-Java, React, MongoDB",Jun-26,,
34811,Amit Reddy,amit.reddy@itcinfotech.com,IS8,Employee,12/15/2024,2.2,1.3,3.5,Offshore,Singapore,SINGAPORE,Pool for DATA,GIC_ERP,I2CAN,DEPT,DIGI_EXP,KONE India,CROWN_PACK,96117,ERP_SAP_IMPL,74798,"Naveen,Tripathi",DEPT,FP,A,GDC_DEV,NE,FTE,12/15/2024,1/9/2025,7/4/2026,BIL,83067,Sunita Roy,sunita.roy@itcinfotech.com,8681501,7497406,KONE India,ITC,1/8/2020,DSC,DIGI_EXP,ITC,KONE India,KONE India,DIGI_EXP,ADM,50,0.5,3/6/2026,NI,AWS,Extension to be performed/Initiated,7/4/2026,6/17/2026,,176.3,,Allocated under project,DAY-0-DLY,Campus,Without FBD,,50% to 99% on bench,,SO Awaited,,Proposed - Pending Interview,61-90 days,Allocated under project,,Releases by 28th February 27,Current bench,9/2/2026,Exit by 3th May 27,,,,,3481196117,9/19/2026,Equal 100,,,50,BlackRock Inc,KONE,Other,DIGI_EXP,No,,,,Proposed - Pending Interview,New,Release in 60 days,1/9/2025,,6/16/2025,Jul-26,,,,D1,AWS,"React, DevOps",Joyce Ross,Yes,"-AWS, React, DevOps",Jul-26,,
93634,Rekha Banerjee,rekha.banerjee@itcinfotech.com,IS3,Employee,10/10/2022,14.1,5.3,19.4,Onsite,India,MUMBAI,Pool for DATA,BLACKROCK,HRBTP,BILL,MARKETING,Goldman Sachs,CAMPUS_BATCH,57517,BAT_DM,24860,"Sneha,Pandey",BILL,FP,A,PROGRAM MANAGER,NE,DCR,10/10/2022,10/19/2022,1/6/2024,BIL,22472,Rohit Sarkar,rohit.sarkar@itcinfotech.com,5432537,6599985,Goldman Sachs,EUROPE,7/20/2021,REI,MARKETING,BZDAI,Goldman Sachs,Goldman Sachs,MARKETING,ITC,50,0.5,4/20/2026,NI,Kafka,Confirmed Release,1/6/2024,12/15/2026,,408.0,,Billed,DAY-0-DLY,Lateral,Allocated,,50% to 99% on bench,11/1/2026,SO Awaited,,Allocated to Billable Project,>91 days,Billed,,Releases by 25th January 27,Current bench,3/6/2024,Exit by 10th April 27,,,,,9363457517,12/18/2023,,,,50,Goldman Sachs,ADGM,Other,MARKETING,,DXP_SAAS,Yes,New Hire to be allocated to projects,Allocated to Billable Project,New,Release in 30 days,10/19/2022,,2/26/2025,Jan-24,,,,D1,Kafka,"Terraform, Kubernetes",Aishwarya M2,Yes,"-Kafka, Terraform, Kubernetes",Jan-24,,
